game_id,side,slot,player_name
823858,away,6,Geraldo Perdomo
823858,away,7,Ryan Waldschmidt
823858,away,8,LuJames Groover
823858,away,9,Tommy Troy
823858,home,1,Liam Hicks
823858,home,2,Otto Lopez
823858,home,3,Kyle Stowers
823858,home,4,Xavier Edwards
823858,home,5,Leo Jiménez
823858,home,6,Owen Caissie
823858,home,7,Jakob Marsee
823858,home,8,Joe Mack
823858,home,9,Connor Norby
824429,away,1,Trent Grisham
824429,away,2,Ben Rice
824429,away,3,Paul Goldschmidt
824429,away,4,Cody Bellinger
824429,away,5,Jazz Chisholm Jr.
824429,away,6,Spencer Jones
824429,away,7,Anthony Volpe
824429,away,8,Ryan McMahon
824429,away,9,J.C. Escarra
824429,home,1,Travis Bazzana
824429,home,2,José Ramírez
824429,home,3,Chase DeLauter
824429,home,4,Kyle Manzardo
824429,home,5,Rhys Hoskins
824429,home,6,Angel Martínez
824429,home,7,Steven Kwan
824429,home,8,Austin Hedges
824429,home,9,Brayan Rocchio
822805,away,1,Kyle Schwarber
822805,away,2,Trea Turner
822805,away,3,Bryce Harper
822805,away,4,Brandon Marsh
822805,away,5,Alec Bohm
822805,away,6,Bryson Stott
822805,away,7,J.T. Realmuto
822805,away,8,Adolis García
822805,away,9,Justin Crawford
822805,home,1,Vladimir Guerrero Jr.
822805,home,2,Nathan Lukes
822805,home,3,Ernie Clement
822805,home,4,Jesús Sánchez
822805,home,5,Yohendrick Piñango
822805,home,6,Brandon Valenzuela
822805,home,7,Kazuma Okamoto
822805,home,8,Andrés Giménez
822805,home,9,Charles McAdoo
823620,away,1,JJ Wetherholt
823620,away,2,Iván Herrera
823620,away,3,Alec Burleson
823620,away,4,Jordan Walker
823620,away,5,Lars Nootbaar
823620,away,6,Masyn Winn
823620,away,7,Jimmy Crooks
823620,away,8,Nolan Gorman
823620,away,9,Nathan Church
823620,home,1,Carson Benge
823620,home,2,Bo Bichette
823620,home,3,Juan Soto
823620,home,4,Jared Young
823620,home,5,A.J. Ewing
823620,home,6,Marcus Semien
823620,home,7,Brett Baty
823620,home,8,MJ Melendez
823620,home,9,Francisco Alvarez
824105,away,1,Joc Pederson
824105,away,2,Corey Seager
824105,away,3,Josh Jung
824105,away,4,Brandon Nimmo
824105,away,5,Wyatt Langford
824105,away,6,Ezequiel Duran
824105,away,7,Jake Burger
824105,away,8,Evan Carter
824105,away,9,Kyle Higashioka
824105,home,1,Carter Jensen
824105,home,2,Bobby Witt Jr.
824105,home,3,Maikel Garcia
824105,home,4,Vinnie Pasquantino
824105,home,5,Salvador Perez
824105,home,6,Jac Caglianone
824105,home,7,Michael Massey
824105,home,8,Isaac Collins
824105,home,9,Kyle Isbel
824591,away,1,Ronald Acuña Jr.
824591,away,2,Michael Harris II
824591,away,3,Matt Olson
824591,away,4,Ozzie Albies
824591,away,5,Mauricio Dubón
824591,away,6,Dominic Smith
824591,away,7,Austin Riley
824591,away,8,Mike Yastrzemski
824591,away,9,Austin Wynns
824591,home,1,Sam Antonacci
824591,home,2,Miguel Vargas
824591,home,3,Andrew Benintendi
824591,home,4,Jacob Gonzalez
824591,home,5,Chase Meidroth
824591,home,6,Braden Montgomery
824591,home,7,Tristan Peters
824591,home,8,Luisangel Acuña
824591,home,9,Drew Romo
824347,home,1,Jake McCarthy
824347,home,2,Willi Castro
824347,home,3,TJ Rumfield
824347,home,4,Hunter Goodman
824347,home,5,Troy Johnston
824347,home,6,Ezequiel Tovar
824347,home,7,Cole Carrigg
824347,home,8,Kyle Karros
824347,home,9,Edouard Julien
823290,home,1,Fernando Tatis Jr.
823290,home,2,Jackson Merrill
823290,home,3,Manny Machado
823290,home,4,Gavin Sheets
823290,home,5,Will Wagner
823290,home,6,Samad Taylor
823290,home,7,Bryce Johnson
823290,home,8,Freddy Fermin
823290,home,9,Sung-Mun Song
